"ISO","Country.x","Region","Subregion","Econ_Level","Year","GDP_Growth_percent","Rem_Ratio_percent","Trade_GDP_Ratio_percent","Investment_Rate_percent","Savings_Rate_percent","FDI_Ratio_percent","Financial_Development","Econ_Freedom_Index","Administration","Migrant_Stock","Remittance_million","Remittance_per_capita","GDP_Mil","FDI","Population_million"
"BRA","Brazil","Western Hemisphere","South America","EM",1982,6.81,0.01,6.57,19.299,15.629,0.4,0.19,NA,0.391098908334882,NA,57,0.45,638377,-2534,126.498322
"BRA","Brazil","Western Hemisphere","South America","EM",1983,0.38,0,5.95,15.277,13.544,0.22,0.2,NA,0.392549729858934,NA,29,0.22,640824,-1422,129.448815
"BRA","Brazil","Western Hemisphere","South America","EM",1984,9.11,0.01,6.09,14.41,14.429,0.22,0.19,NA,0.404631000976837,NA,46,0.35,699186,-1552,132.383569
"BRA","Brazil","Western Hemisphere","South America","EM",1985,11.31,0.01,5.43,17.538,18.378,0.17,0.18,3.13,0.435024256948163,NA,40,0.3,778287,-1360,135.274083
"BRA","Brazil","Western Hemisphere","South America","EM",1986,9.71,0,4.75,17.463,17.352,0.02,0.18,NA,0.470200276857378,NA,40,0.29,853855,-202,138.108915
"BRA","Brazil","Western Hemisphere","South America","EM",1987,6.16,0,5.03,20.401,22.278,0.11,0.17,NA,0.47002250648777,NA,42,0.3,906479,-1031,140.891606
"BRA","Brazil","Western Hemisphere","South America","EM",1988,3.8,0,5.64,20.806,24.535,0.28,0.2,NA,0.493144590519974,NA,32,0.22,940926,-2629,143.627505
"BRA","Brazil","Western Hemisphere","South America","EM",1989,7.25,0.01,5.62,22.646,25.521,0.06,0.24,NA,0.498988894781849,NA,120,0.82,1009110,-608,146.328305
"BRA","Brazil","Western Hemisphere","South America","EM",1990,-0.58,0.05,5.73,18.451,19.763,0.03,0.21,4.43,0.503838946843645,0.4914,537,3.6,1003240,-324,149.003225
"BRA","Brazil","Western Hemisphere","South America","EM",1991,4.45,0.1,5.55,19.936,19.838,0.01,0.22,NA,0.505487358841647,NA,1067,7.04,1047860,-89,151.648007
"BRA","Brazil","Western Hemisphere","South America","EM",1992,1.8,0.16,5.7,19.079,20.943,0.18,0.29,NA,0.504292307289893,NA,1737,11.26,1066740,-1924,154.259382
"BRA","Brazil","Western Hemisphere","South America","EM",1993,7.15,0.1,5.69,21.019,21.151,0.07,0.38,NA,0.518119866190095,NA,1161,7.4,1142960,-801,156.849086
"BRA","Brazil","Western Hemisphere","South America","EM",1994,7.58,0.15,6.48,23.559,21.826,0.17,0.37,NA,0.546023930474986,NA,1893,11.87,1229640,-2035,159.432717
"BRA","Brazil","Western Hemisphere","South America","EM",1995,6.61,0.23,7.62,17.292,14.865,0.27,0.33,4.69,0.541870243231326,0.7305,2952,18.22,1310870,-3475,162.019889
"BRA","Brazil","Western Hemisphere","South America","EM",1996,4.08,0.15,7.56,17.267,14.466,0.86,0.33,NA,0.541763866839384,NA,2059,12.51,1364360,-11667,164.614682
"BRA","Brazil","Western Hemisphere","South America","EM",1997,5.18,0.11,8.11,17.764,14.273,1.25,0.38,NA,0.536186274855148,NA,1572,9.4,1435000,-17877.37031,167.209046
"BRA","Brazil","Western Hemisphere","South America","EM",1998,1.47,0.08,7.72,18.165,14.243,1.79,0.36,NA,0.535302833504064,NA,1236,7.28,1456060,-26001.59692,169.785253
"BRA","Brazil","Western Hemisphere","South America","EM",1999,1.92,0.1,6.87,17.39,13.075,1.81,0.41,NA,0.535608125531081,NA,1501,8.71,1484000,-26888.01761,172.318674
"BRA","Brazil","Western Hemisphere","South America","EM",2000,6.72,0.09,7.49,18.903,15.12,1.93,0.43,6,0.536987638549511,0.9405,1349.59,7.72,1583740,-30497.6527,174.790339
"BRA","Brazil","Western Hemisphere","South America","EM",2001,3.61,0.09,7.43,18.742,14.506,1.51,0.43,6.04,0.531962728280342,NA,1448.91,8.18,1640970,-24714.93937,177.196051
"BRA","Brazil","Western Hemisphere","South America","EM",2002,4.68,0.12,6.78,17.449,15.861,0.82,0.43,6.35,0.518939438825526,NA,2003.79,11.16,1717830,-14108.09619,179.537523
"BRA","Brazil","Western Hemisphere","South America","EM",2003,3.02,0.13,7.51,16.857,17.53,0.56,0.45,6.16,0.525537145386557,NA,2286.68,12.58,1769690,-9894.224671,181.809244
"BRA","Brazil","Western Hemisphere","South America","EM",2004,8.61,0.15,9.01,17.913,19.608,0.43,0.47,6.3,0.520367971368554,NA,2812.51,15.28,1922010,-8338.89646,184.006479
"BRA","Brazil","Western Hemisphere","South America","EM",2005,6.42,0.14,10.11,17.205,18.724,0.61,0.51,6.38,0.507826969155131,1.1946,2805.36,15.07,2045340,-12549.59073,186.127108
"BRA","Brazil","Western Hemisphere","South America","EM",2006,7.11,0.15,11.12,17.816,18.993,-0.43,0.53,6.39,0.507712428621096,NA,3287.16,17.47,2190730,9380.283047,188.167353
"BRA","Brazil","Western Hemisphere","South America","EM",2007,8.92,0.14,12.51,19.819,19.849,1.15,0.59,6.36,0.510554917482356,NA,3305.69,17.39,2386120,-27518.24127,190.130445
"BRA","Brazil","Western Hemisphere","South America","EM",2008,7.14,0.14,15.45,21.619,19.813,0.96,0.61,6.5,0.511078066298966,NA,3642.59,18.97,2556450,-24601.09027,192.030362
"BRA","Brazil","Western Hemisphere","South America","EM",2009,0.64,0.11,11.67,18.796,17.223,1.4,0.59,6.49,0.515953107924122,NA,2889.16,14.9,2572700,-36032.8058,193.886505
"BRA","Brazil","Western Hemisphere","South America","EM",2010,8.78,0.11,14.4,21.801,18.224,1.99,0.61,6.66,0.51724960003019,1.4954,3082.8,15.75,2798620,-55626.92187,195.713637
"BRA","Brazil","Western Hemisphere","South America","EM",2011,6.15,0.11,16.96,21.826,18.908,2.91,0.6,6.68,0.518172682981658,NA,3214.6,16.28,2970630,-86360.1112,197.514541
"BRA","Brazil","Western Hemisphere","South America","EM",2012,0.94,0.09,16.58,21.417,18.016,3.02,0.62,6.63,0.513022815112847,NA,2784.07,13.97,2998540,-90485.12367,199.287292
"BRA","Brazil","Western Hemisphere","South America","EM",2013,4.51,0.09,15.53,21.694,18.466,1.9,0.62,6.5,0.507303696300611,NA,2717.68,13.52,3133890,-59567.52542,201.035904
"BRA","Brazil","Western Hemisphere","South America","EM",2014,1.7,0.08,14.78,20.548,16.419,2.11,0.63,6.4,0.509421061941518,NA,2647.91,13.06,3187160,-67107.12935,202.763744
"BRA","Brazil","Western Hemisphere","South America","EM",2015,-5.41,0.1,12.52,17.412,14.385,2.04,0.63,6.2,0.508429435922955,1.5042,2896.91,14.17,3014760,-61604.17636,204.471759
"BRA","Brazil","Western Hemisphere","South America","EM",2016,-2.51,0.09,11.73,14.97,13.621,2.03,0.61,6.45,0.483828362106331,NA,2739.79,13.29,2939100,-59601.14588,206.163056
"BRA","Brazil","Western Hemisphere","South America","EM",2017,2.71,0.09,13.3,14.626,13.898,1.58,0.62,6.54,0.473828358822987,NA,2698.77,12.99,3018710,-47544.97834,207.833825
"BRA","Brazil","Western Hemisphere","South America","EM",2018,4.23,0.09,14.06,15.095,12.928,2.42,0.63,6.56,0.465010718235808,NA,2933.49,14,3146320,-76138.15476,209.46932
"BRA","Brazil","Western Hemisphere","South America","EM",2019,3.22,0.1,13.34,15.403,12.702,1.43,0.66,NA,0.485388401719855,NA,3213.62,15.23,3247680,-46354.80725,211.049519
"BRA","Brazil","Western Hemisphere","South America","EM",2020,-2.9,0.11,12.73,15.405,14.536,1.6,NA,NA,0.486323067930087,1.8971,3566.3,16.78,3153630,-50586.15178,212.559409
"CHL","Chile","Western Hemisphere","South America","EM",1981,16.26,NA,22.37,24.629,7.926,0.86,0.21,NA,0.475166872814509,NA,NA,NA,44700,-383,11.58202
"CHL","Chile","Western Hemisphere","South America","EM",1982,-8.25,NA,18.08,13.58,1.477,0.98,0.28,NA,0.476250539698078,NA,NA,NA,41013,-401,11.743909
"CHL","Chile","Western Hemisphere","South America","EM",1983,1,0,16.51,12.115,4.111,0.33,0.27,NA,0.478290640147311,NA,1,0.08,41425,-135,11.907955
"CHL","Chile","Western Hemisphere","South America","EM",1984,9.71,0,16.03,15.87,2.312,0.15,0.28,NA,0.482862455649575,NA,1,0.08,45446,-67,12.078137
"CHL","Chile","Western Hemisphere","South America","EM",1985,5.19,0,14.24,19.404,8.045,0.3,0.31,6.05,0.481312018773363,NA,1,0.08,47806,-142.6,12.257238
"CHL","Chile","Western Hemisphere","South America","EM",1986,7.72,0,15.16,21.032,10.688,0.61,0.33,NA,0.48473551944308,NA,0.4,0.03,51498,-313,12.445833
"CHL","Chile","Western Hemisphere","South America","EM",1987,9.22,0,16.33,24.343,17.609,1.57,0.34,NA,0.48333378360235,NA,0.5,0.04,56244,-885,12.642917
"CHL","Chile","Western Hemisphere","South America","EM",1988,11.07,0,19.53,24.995,20.893,1.52,0.34,NA,0.481401578453862,NA,0.1,0.01,62471,-952.3,12.847712
"CHL","Chile","Western Hemisphere","South America","EM",1989,14.94,0,21.03,27.395,30.078,1.78,0.29,NA,0.501461553840016,NA,1.3,0.1,71805,-1276.7,13.058758
"CHL","Chile","Western Hemisphere","South America","EM",1990,7.55,0,20.84,27.391,21.583,0.85,0.28,6.94,0.726659576214104,0.493,0.4,0.03,77228,-653.7,13.274617
"CHL","Chile","Western Hemisphere","South America","EM",1991,11.36,NA,20.59,25.046,22.759,0.81,0.31,NA,0.744629045715315,NA,NA,NA,85999,-697.4,13.495255
"CHL","Chile","Western Hemisphere","South America","EM",1992,13.67,NA,21.57,26.356,20.347,0.55,0.31,NA,0.742223853694824,NA,NA,NA,97751,-538.3,13.719818
"CHL","Chile","Western Hemisphere","South America","EM",1993,9.25,NA,19.61,28.999,21.856,0.56,0.33,NA,0.743470501115857,NA,NA,NA,106793,-600.1,13.944934
"CHL","Chile","Western Hemisphere","South America","EM",1994,7.3,NA,21.12,26.843,20.213,1.46,0.35,NA,0.746146800038694,NA,NA,NA,114594,-1671.4,14.166346
"CHL","Chile","Western Hemisphere","South America","EM",1995,11.13,NA,25.49,28.668,24.926,1.73,0.37,7.6,0.743120206150005,0.4992,NA,NA,127344,-2205,14.380864
"CHL","Chile","Western Hemisphere","South America","EM",1996,8.83,NA,24.34,27.792,23.594,2.66,0.33,NA,0.742300018761022,NA,NA,NA,138587,-3681.163777,14.587367
"CHL","Chile","Western Hemisphere","South America","EM",1997,9.27,NA,23.62,27.675,23.121,2.52,0.37,NA,0.75477716611258,NA,NA,NA,151432,-3808.707177,14.786227
"CHL","Chile","Western Hemisphere","South America","EM",1998,5.53,NA,20.25,27.151,22.228,1.97,0.35,NA,0.755870688638623,NA,NA,NA,159808,-3144.336714,14.977736
"CHL","Chile","Western Hemisphere","South America","EM",1999,0.98,NA,18.7,20.875,20.981,3.84,0.38,NA,0.756907664840204,NA,NA,NA,161376,-6203.09223,15.162801
"CHL","Chile","Western Hemisphere","South America","EM",2000,7.69,0.01,21.11,22.068,20.89,0.5,0.39,7.51,0.75844169089991,0.512,13.3,0.87,173786,-873.3705182,15.34235
"CHL","Chile","Western Hemisphere","South America","EM",2001,5.57,0.01,19.29,22.381,20.938,1.41,0.4,7.65,0.756839940784444,NA,11.9,0.77,183461,-2590.031013,15.516112
"CHL","Chile","Western Hemisphere","South America","EM",2002,4.73,0.01,17.93,22.334,21.41,1.15,0.4,7.7,0.756321241500645,NA,12.4,0.79,192133,-2206.769653,15.684413
"CHL","Chile","Western Hemisphere","South America","EM",2003,6.02,NA,19.69,21.112,20.068,1.14,0.45,7.84,0.746745223289579,NA,NA,NA,203706,-2317.376776,15.849649
"CHL","Chile","Western Hemisphere","South America","EM",2004,10.09,NA,24.92,19.696,21.766,2.07,0.46,7.81,0.748776021030323,NA,NA,NA,224257,-4652.657205,16.014972
"CHL","Chile","Western Hemisphere","South America","EM",2005,9.03,NA,28.54,21.815,22.971,2.18,0.48,7.85,0.759193142960086,0.5417,NA,NA,244518,-5327.059945,16.182713
"CHL","Chile","Western Hemisphere","South America","EM",2006,9.53,NA,34.65,20.798,25.413,2.01,0.48,7.87,0.756888490982443,NA,NA,NA,267831,-5374.273036,16.354507
"CHL","Chile","Western Hemisphere","South America","EM",2007,7.73,NA,38.06,20.817,25.152,2.99,0.52,7.97,0.760152829646983,NA,NA,NA,288534,-8623.204102,16.530201
"CHL","Chile","Western Hemisphere","South America","EM",2008,5.58,NA,40.84,26.823,24.547,3.06,0.5,7.89,0.765802648593836,NA,NA,NA,304637,-9321.755961,16.708255
"CHL","Chile","Western Hemisphere","South America","EM",2009,-0.84,0.02,30.74,21.198,22.68,2.19,0.52,7.9,0.768350573237349,NA,51.94,3.08,302084,-6622.247092,16.886184
"CHL","Chile","Western Hemisphere","South America","EM",2010,7.06,0.02,38.23,23.16,24.855,2.03,0.5,7.94,0.744130717816737,0.5718,62.32,3.65,323402,-6558.972712,17.062531
"CHL","Chile","Western Hemisphere","South America","EM",2011,8.34,0.02,43.54,24.632,23.198,1.52,0.51,7.95,0.741432446547453,NA,70.92,4.12,350360,-5312.99661,17.233584
"CHL","Chile","Western Hemisphere","South America","EM",2012,6.78,0.02,41.02,26.36,21.936,2.89,0.49,7.86,0.742919282965454,NA,72.03,4.14,374116,-10812.11519,17.400359
"CHL","Chile","Western Hemisphere","South America","EM",2013,5.39,0.02,38.47,25.692,20.903,3.13,0.51,7.96,0.727036496081689,NA,71.11,4.05,394268,-12322.10149,17.571511
"CHL","Chile","Western Hemisphere","South America","EM",2014,2.61,0.01,35.96,23.259,21.234,2.66,0.49,7.94,0.723833586483922,NA,60.61,3.41,404577,-10757.75307,17.758969
"CHL","Chile","Western Hemisphere","South America","EM",2015,0.75,0.01,31.32,23.774,21.338,1.21,0.46,7.92,0.717901288709575,0.618,58.99,3.28,407606,-4948.067531,17.969356
"CHL","Chile","Western Hemisphere","South America","EM",2016,1.4,0.02,28.62,22.277,20.328,0.93,0.46,7.92,0.718396986983955,NA,64.55,3.54,413328,-3836.168964,18.209072
"CHL","Chile","Western Hemisphere","South America","EM",2017,5.69,0.02,30.44,21.272,18.931,0.6,0.5,7.92,0.718963258391645,NA,66.54,3.6,436866,-2604.278543,18.470435
"CHL","Chile","Western Hemisphere","South America","EM",2018,6.21,0.02,33.03,22.147,18.147,1.39,0.49,7.96,0.747362310443365,NA,69.86,3.73,463993,-6450.385411,18.729166
"CHL","Chile","Western Hemisphere","South America","EM",2019,2.82,0.01,30.28,22.947,19.209,0.68,0.5,NA,0.733282487706293,NA,69.37,3.66,477091,-3247.162005,18.952035
"CHL","Chile","Western Hemisphere","South America","EM",2020,-4.7,0.02,29.2,19.845,21.203,-0.7,NA,NA,0.744005917119819,0.6438,70.93,3.71,454668,3196.844021,19.116209
"COL","Colombia","Western Hemisphere","South America","EM",1981,11.95,0.18,9.31,23.072,14.462,0.26,0.15,NA,0.453403332258962,NA,160,5.82,87995,-228,27.496608
"COL","Colombia","Western Hemisphere","South America","EM",1982,7.19,0.09,9.01,22.903,11.068,0.36,0.16,NA,0.463734701548707,NA,87,3.1,94318,-337,28.101824
"COL","Colombia","Western Hemisphere","South America","EM",1983,5.55,0.07,7.55,22.287,10.773,0.52,0.17,NA,0.470629077545926,NA,72,2.51,99555,-513.721,28.714183
"COL","Colombia","Western Hemisphere","South America","EM",1984,7.08,0.07,7.14,21.37,12.243,0.53,0.17,NA,0.479778909264617,NA,78,2.66,106603,-561,29.33123
"COL","Colombia","Western Hemisphere","South America","EM",1985,6.37,0.1,6.83,21.558,13.848,0.9,0.16,5.82,0.479590968965483,NA,110,3.67,113392,-1016,29.951194
"COL","Colombia","Western Hemisphere","South America","EM",1986,7.95,0.34,7.47,20.625,18.151,0.52,0.16,NA,0.47747898519537,NA,416,13.61,122412,-642,30.572479
"COL","Colombia","Western Hemisphere","South America","EM",1987,7.97,0.47,7.05,22.434,18.746,0.22,0.14,NA,0.473821948080185,NA,625,20.03,132174,-293,31.195417
"COL","Colombia","Western Hemisphere","South America","EM",1988,7.73,0.32,7.14,24.741,20.221,0.11,0.15,NA,0.473993718437158,NA,458,14.39,142397,-159,31.822527
"COL","Colombia","Western Hemisphere","South America","EM",1989,7.47,0.31,7.15,22.55,18.36,0.36,0.15,NA,0.473690116119986,NA,467,14.39,153032,-547,32.457497
"COL","Colombia","Western Hemisphere","South America","EM",1990,8.18,0.3,7.34,20.906,18.518,0.29,0.16,5.68,0.475347044633922,1.0091,495,14.95,165557,-484,33.102569
"COL","Colombia","Western Hemisphere","South America","EM",1991,5.83,0.5,7.03,18.041,19.443,0.25,0.14,NA,0.486648286184818,NA,881,26.1,175216,-432.6,33.758328
"COL","Colombia","Western Hemisphere","South America","EM",1992,6.73,0.34,8.24,19.411,17.593,0.36,0.12,NA,0.5044644900094,NA,640.5,18.61,187011,-678.7,34.422568
"COL","Colombia","Western Hemisphere","South America","EM",1993,8.22,0.23,8.05,23.838,16.698,0.36,0.13,NA,0.502203800084092,NA,467.7,13.33,202374,-719.1,35.091272
"COL","Colombia","Western Hemisphere","South America","EM",1994,7.39,0.45,9.26,28.868,19.776,0.6,0.14,NA,0.50374507981803,NA,968.35,27.08,217334,-1297.534872,35.758978
"COL","Colombia","Western Hemisphere","South America","EM",1995,7.41,0.35,10.21,28.926,19.571,0.31,0.16,6.26,0.502883270170067,1.216,815.12,22.38,233435,-712.1678772,36.421438
"COL","Colombia","Western Hemisphere","South America","EM",1996,3.92,0.31,9.8,25.331,16.334,1.15,0.16,NA,0.500203698384272,NA,753.04,20.31,242596,-2783.749313,37.076387
"COL","Colombia","Western Hemisphere","South America","EM",1997,5.21,0.3,10.29,23.887,14.6,1.86,0.2,NA,0.493422654392189,NA,773.52,20.5,255245,-4752.800341,37.723803
"COL","Colombia","Western Hemisphere","South America","EM",1998,1.7,0.31,9.77,22.498,13.915,0.78,0.21,NA,0.490501733350668,NA,805.93,21.01,259589,-2032.82803,38.364307
"COL","Colombia","Western Hemisphere","South America","EM",1999,-2.82,0.52,8.68,14.873,12.835,0.55,0.24,NA,0.493888893885162,NA,1312.05,33.64,252266,-1392.371103,38.999468
"COL","Colombia","Western Hemisphere","South America","EM",2000,5.23,0.61,9.26,15.828,15.853,0.8,0.24,6.02,0.499704088181619,1.4339,1610.1,40.63,265449,-2111.113395,39.629965
"COL","Colombia","Western Hemisphere","South America","EM",2001,3.91,0.75,8.82,17.047,15.073,0.92,0.26,6.18,0.500190398041774,NA,2056.36,51.08,275822,-2525.823161,40.255956
"COL","Colombia","Western Hemisphere","South America","EM",2002,4.13,0.86,8.43,18.353,16.025,0.44,0.28,6.3,0.501070863636747,NA,2479.94,60.67,287201,-1276.872386,40.875363
"COL","Colombia","Western Hemisphere","South America","EM",2003,5.85,1.01,8.76,19.874,17.797,0.26,0.3,6.36,0.505958961390332,NA,3076.02,74.15,303997,-782.8063052,41.483872
"COL","Colombia","Western Hemisphere","South America","EM",2004,8.17,0.97,10.25,20.681,18.895,0.89,0.3,6.47,0.507454086877208,NA,3189.71,75.81,328830,-2923.186787,42.075953
"COL","Colombia","Western Hemisphere","South America","EM",2005,7.97,0.94,12.01,21.656,20.37,1.53,0.31,6.48,0.504576114569273,1.8839,3345.61,78.45,355030,-5439.905871,42.647731
"COL","Colombia","Western Hemisphere","South America","EM",2006,9.95,1,13.07,22.939,21.13,1.4,0.34,6.52,0.504518468145333,NA,3899.16,90.26,390344,-5482.868609,43.200901
"COL","Colombia","Western Hemisphere","South America","EM",2007,9.61,1.04,14.88,23.454,20.509,1.78,0.33,6.58,0.501732574357116,NA,4460.19,101.98,427839,-7606.968007,43.737512
"COL","Colombia","Western Hemisphere","South America","EM",2008,5.29,1.07,17.49,23.721,21.082,1.66,0.34,6.67,0.500763577593422,NA,4826.85,109.07,450480,-7479.031428,44.254972
"COL","Colombia","Western Hemisphere","South America","EM",2009,1.91,0.9,13.71,21.988,20,0.99,0.36,6.68,0.499371116235598,NA,4124.86,92.18,459089,-4530.088274,44.750054
"COL","Colombia","Western Hemisphere","South America","EM",2010,5.71,0.83,16.17,21.889,18.81,0.2,0.33,6.72,0.513972945462233,2.554,4030.85,89.13,485313,-947.3308313,45.222699
"COL","Colombia","Western Hemisphere","South America","EM",2011,9.18,0.77,19.73,22.996,20.037,1.18,0.34,6.77,0.526350792780617,NA,4101.32,89.82,529874,-6227.223174,45.662747
"COL","Colombia","Western Hemisphere","South America","EM",2012,4.51,0.73,20.66,22.105,18.964,2.83,0.36,6.85,0.521827983725197,NA,4018.67,87.22,553769,-15646.18123,46.075721
"COL","Colombia","Western Hemisphere","South America","EM",2013,6.86,0.75,19.54,22.183,18.888,1.45,0.36,6.78,0.520791215336352,NA,4449.83,95.7,591784,-8558.338413,46.495492
"COL","Colombia","Western Hemisphere","South America","EM",2014,5.62,0.67,18.84,24.003,18.696,1.96,0.36,6.63,0.517361719143443,NA,4165.73,88.69,625018,-12269.76018,46.967706
"COL","Colombia","Western Hemisphere","South America","EM",2015,0.86,0.74,14.43,23.774,17.197,1.19,0.37,6.62,0.521626472822354,2.6987,4679.69,98.48,630399,-7506.200538,47.520667
"COL","Colombia","Western Hemisphere","South America","EM",2016,6.61,0.73,11.83,23.167,18.646,1.39,0.38,6.68,0.520798123700893,NA,4913.25,101.99,672095,-9330.450815,48.175048
"COL","Colombia","Western Hemisphere","South America","EM",2017,4.17,0.79,12.34,21.6,18.155,1.45,0.38,6.68,0.519567757677815,NA,5546.45,113.4,700091,-10147.13215,48.909844
"COL","Colombia","Western Hemisphere","South America","EM",2018,5.03,0.87,12.96,21.195,17.115,0.87,0.39,6.71,0.522206076131079,NA,6360.27,128.07,735284,-6408.788999,49.661056
"COL","Colombia","Western Hemisphere","South America","EM",2019,5.12,0.87,12.04,21.509,17.092,1.44,0.38,NA,0.515643328739536,NA,6761.96,134.33,772967,-11094.92219,50.339443
"COL","Colombia","Western Hemisphere","South America","EM",2020,-5.72,0.94,10.44,18.834,15.488,0.79,NA,NA,0.483769107863925,3.0243,6873.55,135.09,728767,-5724.090215,50.882884
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1981,6.98,0.03,25.15,27.898,12.957,0.75,0.27,NA,0.668083271517707,NA,2.4,0.98,8777,-66.2,2.455593
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1982,-1.55,0.06,21.86,23.731,15.406,0.31,0.23,NA,0.670286192477481,NA,5.6,2.22,8641,-26.5,2.523358
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1983,6.89,0.06,22.5,21.653,13.447,0.6,0.25,NA,0.66869035703101,NA,5.3,2.04,9236,-55.3,2.593015
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1984,11.92,0.06,21.51,21.765,18.351,0.5,0.24,NA,0.669922186929158,NA,6.4,2.4,10337,-52,2.66422
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1985,3.91,0.07,21.2,24.97,22.469,0.61,0.22,5.38,0.671170053927718,NA,7.2,2.63,10741,-65.2,2.736719
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1986,7.66,0.07,22.23,24.32,23.419,0.5,0.21,NA,0.674106041966195,NA,7.7,2.74,11564,-57.4,2.810245
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1987,7.36,0.06,23.25,26.177,21.966,0.61,0.18,NA,0.671498793588797,NA,7.9,2.74,12415,-75.8,2.884856
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1988,7.08,0.07,23.8,23.569,20.889,0.91,0.16,NA,0.67236166807529,NA,9.1,3.07,13294,-121.3,2.960932
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1989,9.81,0.07,25.78,25.615,19.303,0.65,0.15,NA,0.670394708040997,NA,10,3.29,14598,-95.3,3.039015
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1990,7.47,0.08,26.64,26.27,19.398,1.02,0.16,6.93,0.679856563272687,0.0693,12,3.85,15689,-160.4,3.119436
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1991,5.72,0.08,27.48,18.402,15.294,1.04,0.13,NA,0.684804838837867,NA,13.4,4.18,16587,-172.8,3.202083
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1992,11.69,0.08,29.52,20.434,15.662,1.2,0.13,NA,0.685227780388554,NA,14.2,4.32,18526,-221.6,3.286525
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1993,9.64,0.08,29.45,21.029,13.827,1.2,0.14,NA,0.685851364547647,NA,16,4.74,20311,-244.4,3.372298
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1994,6.75,0.08,32.17,20.771,15.878,1.35,0.13,NA,0.687611910036055,NA,17.1,4.94,21682,-292.9,3.458829
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1995,6.34,0.53,31.49,19.542,16.319,1.44,0.14,7.27,0.687379115021452,0.085,123.3,34.78,23056,-331.4,3.545524
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1996,3.21,0.55,32.17,17.75,15.394,1.77,0.16,NA,0.686413232337261,NA,130.77,36,23795,-421.26,3.632361
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1997,7.3,0.51,34.19,20.054,16.413,1.58,0.16,NA,0.684167530790174,NA,130.1,34.98,25531,-403.76,3.718952
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1998,8.36,0.46,38.34,22.662,19.078,2.2,0.18,NA,0.685949713226993,NA,128.1,33.68,27666,-608.26,3.803893
"CRI","Costa Rica","Western Hemisphere","Central America","EM",1999,5.72,0.43,45.07,21.08,16.215,2.1,0.2,NA,0.69123168734854,NA,126.48,32.55,29248,-614.46563,3.885428
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2000,6.19,0.44,42.69,20.687,16.128,1.98,0.19,7.61,0.695326801482556,0.1052,136,34.32,31059,-616.0368411,3.962369
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2001,5.76,0.6,37.41,20.115,16.897,1.68,0.21,7.52,0.68998744783812,NA,198.44,49.19,32848,-553.4218697,4.034074
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2002,5.05,0.73,43.22,19.886,14.7,1.71,0.21,7.47,0.681869281897385,NA,250.65,61.12,34508,-590.8356896,4.100922
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2003,6.25,0.88,47.38,18.965,13.757,1.7,0.24,7.59,0.682307358329928,NA,320.88,77.06,36666,-622.09856,4.164053
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2004,7.24,0.81,48.54,18.93,15.304,2.23,0.18,7.44,0.681169093329452,NA,319.55,75.63,39319,-877.2635699,4.225156
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2005,7.22,1,49.49,18.964,14.674,3.27,0.19,7.58,0.666744578144121,0.1176,420.35,98.09,42156,-1379.189636,4.285504
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2006,10.58,1.1,52.6,21.086,16.953,3.39,0.2,7.76,0.657823384359141,NA,513.16,118.09,46614,-1582.059955,4.345421
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2007,11.12,1.19,52.29,23.287,17.712,3.5,0.22,7.59,0.660527308177812,NA,617.92,140.29,51799,-1811.870261,4.404626
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2008,6.77,1.09,54.75,24.611,16.233,4.05,0.22,7.44,0.659966965819588,NA,604.77,135.5,55308,-2239.506641,4.463123
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2009,-0.12,0.93,51.8,18.453,16.63,2.43,0.22,7.44,0.660094408305267,NA,513.09,113.5,55243,-1340.318,4.520739
"CRI","Costa Rica","Western Hemisphere","Central America","EM",2010,6.59,0.9,64.61,19.834,16.61,2.7,0.21,7.4,0.65666894287272,0.1323,530.69,115.94,58883,-1589.209908,4.577371
